kirjastus_orig	kirjastus_standardized	N	min_time	max_time	min_time_st	max_time_st	standardizing_name	manual_verified
balboa press	balboa press	2	2013	2017	2013	2017	balboa press	""
balkema	balkema	3	1991	1998	1991	1998	balkema	""
ballad	ballad	1	2003	2003	2003	2003	ballad	""
ballad ;	ballad ;	2	2003	2003	2003	2003	ballad ;	""
ballantine books	ballantine books	3	1977	1981	1977	1981	ballantine books	""
balt east	balt east	6	1997	2008	1997	2008	balt east	""
balt east praha	balt east praha	1	1999	1999	1999	1999	balt east praha	""
balt hellin	balt hellin	1	2018	2018	2018	2018	balt hellin	""
balt.forstlichen versuchsstelle	balt.forstlichen versuchsstelle	1	1916	1916	1916	1916	balt.forstlichen versuchsstelle	""
baltars	baltars	1	1928	1928	1928	1928	baltars	""
baltart	baltart	2	2013	2015	2013	2015	baltart	""
baltek arendus	baltek arendus	1	2013	2013	2013	2013	baltek arendus	""
baltenverband	baltenverband	2	1925	1929	1925	1929	baltenverband	""
balti ajakirjandusuurijate assotsiatsioon	balti ajakirjandusuurijate assotsiatsioon	1	2004	2004	2004	2004	balti ajakirjandusuurijate assotsiatsioon	""
balti ameerika partnerlusprogramm	balti ameerika partnerlusprogramm	1	2005	2005	2005	2005	balti ameerika partnerlusprogramm	""
balti arhiiv	balti arhiiv	3	1978	1983	1978	1983	balti arhiiv	""
balti baha'ide riiklik vaimne nõukogu	balti baha'ide riiklik vaimne nõukogu	7	1993	1996	1993	1996	balti baha'ide riiklik vaimne nõukogu	""
balti eesti viinapõletajate seltsi kirjastus	balti eesti viinapõletajate seltsi kirjastus	1	1913	1913	1913	1913	balti eesti viinapõletajate seltsi kirjastus	""
balti filatelistide selts baltia	balti filatelistide selts baltia	1	1949	1949	1949	1949	balti filatelistide selts baltia	""
balti haridus  ja kultuuriühing	balti haridus  ja kultuuriühing	2	2007	2014	2007	2014	balti haridus  ja kultuuriühing	""
balti humanistide ühingu kirjastus	balti humanistide ühingu kirjastus	1	1953	1953	1953	1953	balti humanistide ühingu kirjastus	""
balti humanistlik ühing	balti humanistlik ühing	2	1968	1968	1968	1968	balti humanistlik ühing	""
balti juhtimiskonverentsid	balti juhtimiskonverentsid	3	1998	2002	1998	2002	balti juhtimiskonverentsid	""
balti keskkonnafoorum	balti keskkonnafoorum	39	2001	2018	2001	2018	balti keskkonnafoorum	""
balti kirjastusmaja inforing	balti kirjastusmaja inforing	1	2005	2005	2005	2005	balti kirjastusmaja inforing	""
balti konstitutsioonilise erakonna pärnu jaoskond	balti konstitutsioonilise erakonna pärnu jaoskond	1	1906	1906	1906	1906	balti konstitutsioonilise erakonna pärnu jaoskond	""
balti kriminaalpreventsiooni ja sotsiaalse rehabilitatsiooni instituut	balti kriminaalpreventsiooni ja sotsiaalse rehabilitatsiooni instituut	5	2009	2013	2009	2013	balti kriminaalpreventsiooni ja sotsiaalse rehabilitatsiooni instituut	""
balti kubermangude õige usu rahwa koolide kollegium	balti kubermangude õige usu rahwa koolide kollegium	4	1875	1894	1875	1894	balti kubermangude õige usu rahwa koolide kollegium	""
balti kubermangude õigeusu rahva koolide kollegium	balti kubermangude õigeusu rahva koolide kollegium	1	1882	1882	1882	1882	balti kubermangude õigeusu rahva koolide kollegium	""
balti kubermangude õigeusu rahwa koolide kollegium	balti kubermangude õigeusu rahwa koolide kollegium	1	1901	1901	1901	1901	balti kubermangude õigeusu rahwa koolide kollegium	""
balti lüli	balti lüli	1	1996	1996	1996	1996	balti lüli	""
balti majandusjuhtide koolitusprogramm	balti majandusjuhtide koolitusprogramm	4	1998	2000	1998	2000	balti majandusjuhtide koolitusprogramm	""
balti mere laevastiku poliitilise propaganda osakond	balti mere laevastiku poliitilise propaganda osakond	1	1940	1940	1940	1940	balti mere laevastiku poliitilise propaganda osakond	""
balti mere punalipu laevastiku poliitilise propaganda juhatus	balti mere punalipu laevastiku poliitilise propaganda juhatus	1	1940	1940	1940	1940	balti mere punalipu laevastiku poliitilise propaganda juhatus	""
balti metsakasvatamiseselts	balti metsakasvatamiseselts	1	1899	1899	1899	1899	balti metsakasvatamiseselts	""
balti neurokirurgide assotsiatsioon	balti neurokirurgide assotsiatsioon	1	2000	2000	2000	2000	balti neurokirurgide assotsiatsioon	""
balti neuroloogia föderatsioon	balti neuroloogia föderatsioon	1	1994	1994	1994	1994	balti neuroloogia föderatsioon	""
balti oksjon	balti oksjon	12	2007	2011	2007	2011	balti oksjon	""
balti osakonna valitsus	balti osakonna valitsus	1	1902	1902	1902	1902	balti osakonna valitsus	""
balti puuvillavabrik	balti puuvillavabrik	11	1921	1937	1921	1937	balti puuvillavabrik	""
balti puuvillavabriku haigekassa	balti puuvillavabriku haigekassa	4	1923	1939	1923	1939	balti puuvillavabriku haigekassa	""
balti puuvillavabriku kaubatarvitajate ühisus	balti puuvillavabriku kaubatarvitajate ühisus	1	1921	1921	1921	1921	balti puuvillavabriku kaubatarvitajate ühisus	""
balti puuvillavabriku laenu  ja hoiukassa	balti puuvillavabriku laenu  ja hoiukassa	1	1929	1929	1929	1929	balti puuvillavabriku laenu  ja hoiukassa	""
balti puuvillavabriku teenijate laenu  ja hoiukassa	balti puuvillavabriku teenijate laenu  ja hoiukassa	1	1923	1923	1923	1923	balti puuvillavabriku teenijate laenu  ja hoiukassa	""
balti puuvillavabriku teenijate matusekassa	balti puuvillavabriku teenijate matusekassa	1	1925	1925	1925	1925	balti puuvillavabriku teenijate matusekassa	""
balti päästeselts	balti päästeselts	3	1921	1922	1921	1922	balti päästeselts	""
balti päästeseltsi laevade parandus töökoda	balti päästeseltsi laevade parandus töökoda	1	1926	1926	1926	1926	balti päästeseltsi laevade parandus töökoda	""
balti raamat	balti raamat	15	2006	2010	2006	2010	balti raamat	""
balti raudtee	balti raudtee	2	1964	1966	1964	1966	balti raudtee	""
balti raudtee eesti raudteekond	balti raudtee eesti raudteekond	5	1964	1991	1964	1991	balti raudtee eesti raudteekond	""
balti raudtee pärnu raudteekonna algorganisatsioon	balti raudtee pärnu raudteekonna algorganisatsioon	3	1954	1955	1954	1955	balti raudtee pärnu raudteekonna algorganisatsioon	""
balti raudtee pärnu raudteekonna teaduslik tehniline ühing	balti raudtee pärnu raudteekonna teaduslik tehniline ühing	4	1956	1956	1956	1956	balti raudtee pärnu raudteekonna teaduslik tehniline ühing	""
balti raudtee tallinn väike veduridepoo teaduslik tehniline ühing	balti raudtee tallinn väike veduridepoo teaduslik tehniline ühing	1	1956	1956	1956	1956	balti raudtee tallinn väike veduridepoo teaduslik tehniline ühing	""
balti raudtee tallinna raudteekonna tehnikabüroo	balti raudtee tallinna raudteekonna tehnikabüroo	1	1955	1955	1955	1955	balti raudtee tallinna raudteekonna tehnikabüroo	""
balti raudtee valitsus	balti raudtee valitsus	1	1955	1955	1955	1955	balti raudtee valitsus	""
balti riikide ema  ja lapsekaitse komitee	balti riikide ema  ja lapsekaitse komitee	1	1933	1933	1933	1933	balti riikide ema  ja lapsekaitse komitee	""
balti seemnekasvatajate ühisus	balti seemnekasvatajate ühisus	1	1921	1921	1921	1921	balti seemnekasvatajate ühisus	""
balti skandinaavia reisijuht	balti skandinaavia reisijuht	1	1939	1939	1939	1939	balti skandinaavia reisijuht	""
balti uuringute instituut	balti uuringute instituut	15	2005	2019	2005	2019	balti uuringute instituut	""
balti uuringute instituut :	balti uuringute instituut :	1	2013	2013	2013	2013	balti uuringute instituut :	""
balti uuringute instituut ;	balti uuringute instituut ;	1	2005	2005	2005	2005	balti uuringute instituut ;	""
balti äriturvakool	balti äriturvakool	3	1997	1997	1997	1997	balti äriturvakool	""
balti õpingute instituut	balti õpingute instituut	5	1996	1997	1996	1997	balti õpingute instituut	""
balti ülikooli eesti selts	balti ülikooli eesti selts	1	1991	1991	1991	1991	balti ülikooli eesti selts	""
balti ülikooli programm	balti ülikooli programm	1	2008	2008	2008	2008	balti ülikooli programm	""
baltic	baltic	2	1911	1914	1911	1914	baltic	""
baltic american enterprise fund	baltic american enterprise fund	1	1996	1996	1996	1996	baltic american enterprise fund	""
baltic american freedom league	baltic american freedom league	1	1984	1984	1984	1984	baltic american freedom league	""
baltic american partnership fund	baltic american partnership fund	1	2008	2008	2008	2008	baltic american partnership fund	""
baltic american society	baltic american society	1	1922	1922	1922	1922	baltic american society	""
baltic and east european graduate school södertörns högskola	baltic and east european graduate school södertörns högskola	1	2004	2004	2004	2004	baltic and east european graduate school södertörns högskola	""
baltic association for media research	baltic association for media research	1	2004	2004	2004	2004	baltic association for media research	""
baltic association of paediatric surgeons	baltic association of paediatric surgeons	1	2010	2010	2010	2010	baltic association of paediatric surgeons	""
baltic atherosclerosis society	baltic atherosclerosis society	1	2012	2012	2012	2012	baltic atherosclerosis society	""
baltic audiovisual archival council :	baltic audiovisual archival council :	1	2008	2008	2008	2008	baltic audiovisual archival council :	""
baltic books	baltic books	1	2007	2007	2007	2007	baltic books	""
baltic chemical terminal	baltic chemical terminal	1	2008	2008	2008	2008	baltic chemical terminal	""
baltic chemical terminal ;	baltic chemical terminal ;	1	2012	2012	2012	2012	baltic chemical terminal ;	""
baltic color	baltic color	6	1997	1999	1997	1999	baltic color	""
baltic comm.in scandinavia	baltic comm.in scandinavia	1	1983	1983	1983	1983	baltic comm.in scandinavia	""
baltic computer systems tallinna arvutikool	baltic computer systems tallinna arvutikool	2	1999	2000	1999	2000	baltic computer systems tallinna arvutikool	""
baltic council of australia	baltic council of australia	1	1968	1968	1968	1968	baltic council of australia	""
baltic defence college	baltic defence college	10	2003	2018	2003	2018	baltic defence college	""
baltic defence college ;	baltic defence college ;	2	2017	2018	2017	2018	baltic defence college ;	""
baltic design service	baltic design service	1	2004	2004	2004	2004	baltic design service	""
baltic economic management trainig program	baltic economic management trainig program	1	1997	1997	1997	1997	baltic economic management trainig program	""
baltic environmental forum	baltic environmental forum	3	2000	2015	2000	2015	baltic environmental forum	""
baltic event	baltic event	6	2005	2009	2005	2009	baltic event	""
baltic fcb	baltic fcb	4	2004	2009	2004	2009	baltic fcb	""
baltic film media arts and communication school	baltic film media arts and communication school	3	2015	2017	2015	2017	baltic film media arts and communication school	""
baltic guide :	baltic guide :	1	2018	2018	2018	2018	baltic guide :	""
baltic heritage network	baltic heritage network	3	2009	2012	2009	2012	baltic heritage network	""
baltic humanitarian association	baltic humanitarian association	4	1946	1948	1946	1948	baltic humanitarian association	""
baltic independent	baltic independent	1	1995	1995	1995	1995	baltic independent	""
baltic institute	baltic institute	1	1936	1936	1936	1936	baltic institute	""
baltic institute for crime prevention and social rehabilitation	baltic institute for crime prevention and social rehabilitation	1	2012	2012	2012	2012	baltic institute for crime prevention and social rehabilitation	""
baltic network eesti	baltic network eesti	1	1995	1995	1995	1995	baltic network eesti	""
baltic neurosurgical association	baltic neurosurgical association	1	2018	2018	2018	2018	baltic neurosurgical association	""
baltic news service	baltic news service	1	2011	2011	2011	2011	baltic news service	""
baltic review	baltic review	1	1920	1920	1920	1920	baltic review	""
baltic road council	baltic road council	1	1997	1997	1997	1997	baltic road council	""
baltic soc.of thoracic and cardiovascular surgery	baltic soc.of thoracic and cardiovascular surgery	1	1995	1995	1995	1995	baltic soc.of thoracic and cardiovascular surgery	""
baltic studies center	baltic studies center	1	1988	1988	1988	1988	baltic studies center	""
baltic university	baltic university	12	1946	1948	1946	1948	baltic university	""
baltic university programme	baltic university programme	1	1992	1992	1992	1992	baltic university programme	""
baltic women's council	baltic women's council	2	1962	1968	1962	1968	baltic women's council	""
baltica bibliothek	baltica bibliothek	3	1992	1993	1992	1993	baltica bibliothek	""
balticum	balticum	4	1936	2001	1936	2001	balticum	""
baltijas biblioteka	baltijas biblioteka	1	2009	2009	2009	2009	baltijas biblioteka	""
baltika	baltika	1	1993	1993	1993	1993	baltika	""
baltika mootoritehas	baltika mootoritehas	1	1929	1929	1929	1929	baltika mootoritehas	""
baltimaa õigeusu lunastaja vennaste selts	baltimaa õigeusu lunastaja vennaste selts	1	1879	1879	1879	1879	baltimaa õigeusu lunastaja vennaste selts	""
baltimaa õigeusu vennaste selts	baltimaa õigeusu vennaste selts	7	1883	1913	1883	1913	baltimaa õigeusu vennaste selts	""
baltimaa õigeusu vennaste selts ja riia peetri pauluse vennaste selts	baltimaa õigeusu vennaste selts ja riia peetri pauluse vennaste selts	4	1899	1901	1899	1901	baltimaa õigeusu vennaste selts ja riia peetri pauluse vennaste selts	""
baltimaa õigeusu vennaste seltsi ja riia peetri pauluse vennaste seltsi kuluga	baltimaa õigeusu vennaste seltsi ja riia peetri pauluse vennaste seltsi kuluga	1	1905	1905	1905	1905	baltimaa õigeusu vennaste seltsi ja riia peetri pauluse vennaste seltsi kuluga	""
baltimore eesti kool	baltimore eesti kool	4	1978	2000	1978	2000	baltimore eesti kool	""
baltimore eesti maja	baltimore eesti maja	1	1965	1965	1965	1965	baltimore eesti maja	""
baltimore eesti selts	baltimore eesti selts	2	1985	2005	1985	2005	baltimore eesti selts	""
baltimore estonian society	baltimore estonian society	1	1972	1972	1972	1972	baltimore estonian society	""
baltimore'i eesti kool	baltimore'i eesti kool	1	1978	1978	1978	1978	baltimore'i eesti kool	""
baltisaksa kultuuri selts	baltisaksa kultuuri selts	2	1996	1997	1996	1997	baltisaksa kultuuri selts	""
baltisaksa kultuuri selts eestis	baltisaksa kultuuri selts eestis	3	1999	2016	1999	2016	baltisaksa kultuuri selts eestis	""
baltisaksa kultuuri selts eestis :	baltisaksa kultuuri selts eestis :	1	2000	2000	2000	2000	baltisaksa kultuuri selts eestis :	""
baltische gesellschaft in deutschland	baltische gesellschaft in deutschland	2	1964	1996	1964	1996	baltische gesellschaft in deutschland	""
baltische hilfskasse deutscher lehrerinnen	baltische hilfskasse deutscher lehrerinnen	1	Inf	-Inf	Inf	-Inf	baltische hilfskasse deutscher lehrerinnen	""
baltische monatsschrift	baltische monatsschrift	3	1903	1907	1903	1907	baltische monatsschrift	""
baltische universität	baltische universität	1	1948	1948	1948	1948	baltische universität	""
baltischer verlag	baltischer verlag	1	1960	1960	1960	1960	baltischer verlag	""
baltischer verlag & ostbuchhandlung	baltischer verlag & ostbuchhandlung	4	1922	1922	1922	1922	baltischer verlag & ostbuchhandlung	""
baltischer verlag und ostbuchhandlung	baltischer verlag und ostbuchhandlung	4	1922	1923	1922	1923	baltischer verlag und ostbuchhandlung	""
baltiska 14 juni kommittén	baltiska 14 juni kommittén	1	1949	1949	1949	1949	baltiska 14 juni kommittén	""
baltiska arkivet	baltiska arkivet	14	1976	1980	1976	1980	baltiska arkivet	""
baltiska humanistiska förbundet	baltiska humanistiska förbundet	1	1965	1965	1965	1965	baltiska humanistiska förbundet	""
baltiska institutet	baltiska institutet	6	1971	1994	1971	1994	baltiska institutet	""
baltiska kommitten	baltiska kommitten	1	1964	1964	1964	1964	baltiska kommitten	""
baltiska kommittén	baltiska kommittén	6	1944	1959	1944	1959	baltiska kommittén	""
baltiska kyrkokontoret	baltiska kyrkokontoret	1	1945	1945	1945	1945	baltiska kyrkokontoret	""
baltiski tarvitajate ühisus	baltiski tarvitajate ühisus	1	1921	1921	1921	1921	baltiski tarvitajate ühisus	""
baltos lankos	baltos lankos	1	1996	1996	1996	1996	baltos lankos	""
bamberg	bamberg	1	1920	1920	1920	1920	bamberg	""
bank of estonia	bank of estonia	6	2002	2007	2002	2007	bank of estonia	""
bank of finland :	bank of finland :	1	2001	2001	2001	2001	bank of finland :	""
bantam books	bantam books	1	1982	1982	1982	1982	bantam books	""
barbarian press	barbarian press	1	1985	1985	1985	1985	barbarian press	""
barcanova	barcanova	1	2005	2005	2005	2005	barcanova	""
barco blanco	barco blanco	1	2015	2015	2015	2015	barco blanco	""
bard college	bard college	1	2015	2015	2015	2015	bard college	""
barddas	barddas	1	2009	2009	2009	2009	barddas	""
barents	barents	1	2014	2014	2014	2014	barents	""
barents publishers fin	barents publishers fin	1	2012	2012	2012	2012	barents publishers fin	""
bargest	bargest	1	2016	2016	2016	2016	bargest	""
baronet	baronet	1	2007	2007	2007	2007	baronet	""
barth	barth	4	1790	1971	1790	1971	barth	""
basam books	basam books	5	2013	2015	2013	2015	basam books	""
batsford	batsford	1	1996	1996	1996	1996	batsford	""
bauersche gisserei	bauersche gisserei	1	1937	1937	1937	1937	bauersche gisserei	""
baumgärtners buchhandlung	baumgärtners buchhandlung	2	1810	1811	1810	1811	baumgärtners buchhandlung	""
bazar	bazar	2	2008	2010	2008	2010	bazar	""
bcs koolitus	bcs koolitus	1	2001	2001	2001	2001	bcs koolitus	""
bcs tallinna arvutikool	bcs tallinna arvutikool	1	1998	1998	1998	1998	bcs tallinna arvutikool	""
beautiful people	beautiful people	1	2008	2008	2008	2008	beautiful people	""
bechtold	bechtold	1	1811	1811	1811	1811	bechtold	""
beck	beck	2	1996	1999	1996	1999	beck	""
beckmans	beckmans	1	1973	1973	1973	1973	beckmans	""
beemedia	beemedia	1	2011	2011	2011	2011	beemedia	""
behr	behr	1	1869	1869	1869	1869	behr	""
behre	behre	5	1872	1892	1872	1892	behre	""
behre & co	behre & co	1	1879	1879	1879	1879	behre & co	""
behre ;	behre ;	1	1887	1887	1887	1887	behre ;	""
bei c.j.g.hartmann	bei c.j.g.hartmann	1	1811	1811	1811	1811	bei c.j.g.hartmann	""
bei f.t.de la garde	bei f.t.de la garde	1	1803	1803	1803	1803	bei f.t.de la garde	""
bei friedrich lucas	bei friedrich lucas	1	1849	1849	1849	1849	bei friedrich lucas	""
bei friedrich perthes	bei friedrich perthes	1	1841	1841	1841	1841	bei friedrich perthes	""
bei gehra und haupt	bei gehra und haupt	1	1790	1790	1790	1790	bei gehra und haupt	""
bei gräfe und unzer	bei gräfe und unzer	1	1855	1855	1855	1855	bei gräfe und unzer	""
bei haude und spener	bei haude und spener	2	1811	1811	1811	1811	bei haude und spener	""
bei heinrich frölich	bei heinrich frölich	1	1804	1804	1804	1804	bei heinrich frölich	""
bei kluge und ströhm	bei kluge und ströhm	1	1850	1850	1850	1850	bei kluge und ströhm	""
bei paul gotthelf kummer	bei paul gotthelf kummer	2	1800	1820	1800	1820	bei paul gotthelf kummer	""
bei robert peppmüller	bei robert peppmüller	1	1876	1876	1876	1876	bei robert peppmüller	""
beijer	beijer	1	1896	1896	1896	1896	beijer	""
